paper,page,line_idx,text
paper1,10,12,4 05:56(01:50) 86.0%
paper1,10,13,Table1:Averagetimespentoneachtask.Tasks1and3are
paper1,10,14,"Question LikertScale(Mean,SD)"
paper1,10,15,imagetasks;tasks2and4aretexttasks.
paper1,10,16,UserEntersExperience 5.3(1.0)
paper1,10,17,system-generatedpromptsinsemi-automationmodehelpedthem SystemSuggestsExperience 5.1(1.2)
paper1,10,18,"refinetheirintent(mean=5.6,SD=0.97).However,participants UserEntersEaseofUse 5.1(1.0)"
paper1,10,19,hadpolarizedopinionsonthestatement“itwaseasytocoordinate SystemSuggestsEaseofUse 5.7(0.8)
paper1,10,20,"(claimcontrols,pause/resume,show/hideprompts)withSemanticOn CoordinationtoRefineSpecifications 4.7(1.6)"
paper1,10,21,"torepairunder-orover-specifications,” with5participantsagreeing UsefulnessofGeneratedPrompts 5.6(0.9)"
paper1,10,22,"and3participantsdisagreeing(mean = 4.7,SD = 1.7).Overall, ConditionsDisplayedClearly 6.0(1.0)"
paper1,10,23,theuserswidelyacceptedthesemi-automationworkflowtowards TrustinFullAutomation 4.5(1.5)
paper1,10,24,automationandtheopportunitytoadjustconditionslateronby SuccessinCompletingTask 5.0(0.9)
paper1,10,25,pausing.9outof10participantsaddedrefinementconditionsfor
paper1,10,26,"Tasks1-4,andallparticipantsutilizedthesystempromptsinsemi-"
paper1,10,27,automationmodetorefinetheirconditionsinTask5. MentalDemand 4.6(1.7)
paper1,10,28,EfforttoAchieveResults 4.9(1.3)
paper1,10,29,"5.4.3 Error-handling Analysis. As per DG3, SemanticOn offers"
paper1,10,30,FeelingsofInsecurityandStress 5.2(1.7)
paper1,10,31,error-handlingtechniquesforusersduringfullautomation.We
paper1,10,32,FeelingsofBeingHurriedorRushed 4.9(1.6)
paper1,10,33,measuredparticipants’usageofthreeerrorrepairmethods:con-
paper1,10,34,"ditiondeletion,resultdeletion,andmanualresultaddition.Most"
paper1,10,35,"usersoptedtousethepauseandrepairfunctionalities,as7par- Table2:SurveyResponses.Forsectionone(top),1isverynega-"
paper1,10,36,"ticipantsdeletedtheirspecifiedconditionsduetoinaccuracies,6 tive,and7isverypositive.Forsectiontwo(bottom),1isveryhigh"
paper1,10,37,"participantsremovedundesiredoutputtorepairsystemmistakes, mentaldemand,effort,insecurityandstress,andfeelingsofbeing"
paper1,10,38,and2participantsmanuallyaddeddesiredcontentsmissedbythe hurriedandrushed.
paper1,10,39,filter.Theutilizationoftheerror-handlingfeaturesvariedbasedon
paper1,10,40,"thetasktype.Forconditiondeletion,wefound16instancesacross"
paper1,10,41,"imagetasksand0instancesfortexttasks.Similarly,therewere11"
paper1,10,42,5.4.5 MentaleffortandAIsystemtrust. Participantsalsoreported
paper1,10,43,instancesofresultdeletionforimagetasksand2fortexttasks.As
paper1,10,44,ontheirmentaleffortincompletingthetasksandtheirtrustinthe
paper1,10,45,"formanualresultaddition,wefound3instancesforimagetasks"
paper1,10,46,AIsysteminthesurvey.Participantsgenerallyreportedmedium
paper1,10,47,andnonefortexttasks.Thisdifferencecanberelatedtothecontent
paper1,10,48,"to high mental effort using SemanticOn, especially at the start"
paper1,10,49,processingspeedsforvisualversustextualmaterials.Thecondition
paper1,10,50,of the study when they had to familiarize themselves with the
paper1,10,51,specificationmethodalsoplaysaroleintheusageoferror-handling
paper1,10,52,"interfaceandremembertheworkflow(P2,P5,P6,P7).Onascaleof"
paper1,10,53,features.Weobserved4instancesofconditiondeletionsforUser
paper1,10,54,"1(verydemanding,veryhard,notsuccessful)to7(notdemanding,"
paper1,10,55,"Entersand12forSystemSuggests.Inaddition,wefound4result"
paper1,10,56,"nothardatall,verysuccessful),participantsexperiencedmedium"
paper1,10,57,deletioninstancesforUserEntersand9forSystemSuggests.This
paper1,10,58,"mentaldemand(mean=4.6,SD=1.8)andmediumeffort(mean="
paper1,10,59,canbeattributedtothedifferenceintherequiredeffortforeach
paper1,10,60,"4.9,SD = 1.4).Theybelievedtheywererelativelysuccessfulin"
paper1,10,61,workflow.WeexpandonthesevarietiesinourDiscussion.
paper1,10,62,"accomplishingthetasks(mean=5.0,SD=0.94)."
paper1,10,63,5.4.4 ComparisonbetweenUserEntersandSystemSuggests. Re- Wealsofoundthattheparticipantsexhibitedamediumlevelof
paper1,10,64,"gardingthedifferencebetweenthetwospecificationmethods,par- trust(mean = 4.5,SD = 1.6)towardstheAIsystem’sprediction"
paper1,10,65,ticipantsfoundbothexperiencescomparablebutthoughtSystem infullautomation. Sixuserswerecomfortableenteringfullau-
paper1,10,66,"Suggestwaseasiertouse.P10said,“[Mypreference]reallydepends tomationmodeforatleastonetask.However,P3andP7expressed"
paper1,10,67,"onthetask,butIreallylikedtheSystemSuggestsmode,especially verylowtrustintheautomatedprediction(bothrated2outof7in"
paper1,10,68,"forwordsitwasreallyeasytouseandaccurate.” Whenassessing survey).Duringtheinterview,someparticipants(P5,P9)alsocom-"
paper1,10,69,"theoverallexperiencetospecifyconditions,participantsratedUser mentedthattheirtrustinthesystemdependedonthecontenttype"
paper1,10,70,"Entersslightlyhigher(mean=5.3,SD=1.1)thanSystemSuggests andthenumberofrefinementsrequiredforeachtask.Forexample,"
paper1,10,71,"(mean=5.1,SD=1.2).Butwhenevaluatingtheeaseofuseforeach P5mentionedthey“trustthispicturetaskabitmore...[because]text"
paper1,10,72,"interaction,usersratedenteringtheirownnaturallanguagedescrip- hasmoregroup[ing]sandpotentialvariations” whentheyused11"
paper1,10,73,"tionslower(mean=5.1,SD=1.1)thanbrushing,highlighting,or textrefinementsandonly1imagerefinement.Weanalyzetheeffect"
paper1,10,74,"choosingsystem-suggestedconditions(mean=5.7,SD=0.82).We ofcontenttypeonusers’perceptionofthetaskandoursystemin"
paper1,10,75,wereunabletoidentifystatisticalsignificanceinthesedifferences. theDiscussion.
paper1,11,1,"SemanticOn:SpecifyingContent-BasedSemanticConditionsforWebAutomationPrograms UIST’22,October29-November2,2022,Bend,OR,USA"
paper1,11,2,"6 DISCUSSION robustness,thesystemmustbecautiousnottooverloaduserswith"
paper1,11,3,"Basedontheevaluation,wepresentanalysisofthehuman-AIcol- interactiontechniquesandinterruptions."
paper1,11,4,laborationtechniquesandtheroleofeachagentinSemanticOn.We
paper1,11,5,alsodiscusstheimplicationsofaddingsimilarity-basedmachine
paper1,11,6,6.2 Similarity-basedModelinPBDSystems
paper1,11,7,"learningmodelsinsymbolicPBDsystems.Inaddition,wereport"
paper1,11,8,findingsonusers’trade-offsinusingUserEntersandSystemSug- AmaincontributionofSemanticOnisintroducinganewinteraction
paper1,11,9,"gests,aswellastheintentspecificationeffectivenessandsystem paradigmforuserstocontinuouslyadd/refinesemanticconditions"
paper1,11,10,"limitationstoprovideinsightsonfuturedesigns. inprogramming-by-demonstration(PBD)systems.Inparticular,it"
paper1,11,11,enablesuserstoexpressintentviasimilarity-basedmachinelearn-
paper1,11,12,ingmodels.Thisspecificationisatahigherabstractionlevelthan
paper1,11,13,"pure symbolic systems based on DOM structure. Here, we dis-"
paper1,11,14,6.1 Human-AICollaboration
paper1,11,15,cusstheadvantagesanddisadvantagesofexpressingintentusing
paper1,11,16,"TheuserworkflowofSemanticOnconsistsofbothahumanandan similarity-basedstatisticalmodelsversuspuresymbolicsystems,"
paper1,11,17,"artificialintelligenceagent;theyexchangecontrolindifferentparts theimplicationsofaddingstatisticalmodelsinPBDsystems,and"
paper1,11,18,oftheinteractionandcollaboratetobuildacompleteandaccurate thegeneralizabilityandviabilityofSemanticOnagainsterrors.
paper1,11,19,"webautomationprogram.InSemanticOn,weutilizemachinelearn- TraditionalsymbolicautomationsystemslikeWebRobotarero-"
paper1,11,20,ingmodels’classificationefficiencytorapidlyprocesstextsand bustatunderstandingspecificuseractionsandgeneralizingthem
paper1,11,21,"images,summarizethecontent,andprovidesuggestedsemantic intorepeatablestepsinasynthesizedprogram.Thisisachieved"
paper1,11,22,"filterstotheuser.Thissavestheuser’smentaleffortsignificantly, byiteratingovertheelementsintheDOMstructureoftheweb-"
paper1,11,23,"asitisnolongerthehuman’sroletoparsecontentandidentifyan sitesandgeneralizingthepattern.Meanwhile,statisticalmachine"
paper1,11,24,"inclusionorexclusiondecision.However,italsointroducesanew learningmodelsareusefulatparsinghigh-leveluserintentand"
paper1,11,25,"sourceoferrortowebautomation,assimilarity-basedmodelscan matchingunstructured,butsemanticallysimilarconcepts,forexam-"
paper1,11,26,"mislabelinputsandresultinfalsepositiveandfalsenegativedata. pleextractingkeyentitiesfromanaturallanguageinput.However,"
paper1,11,27,Thisiswhyhumanisalwaysinvolvedinthecontinuoushuman-AI bothsystemsalonehavetheirlimitations.Similarity-basedmodels
paper1,11,28,"collaboration in SemanticOn. After a couple of demonstrations, lackreasoningcapability.Themachinelearningmodelsweemploy"
paper1,11,29,theuserispromptedwithpotentialsemanticconditionsforeach classifytheinclusionandexclusionofcontentbasedonsemantic
paper1,11,30,"processedcontentinthesemi-automationmode.Additionally,even similarity, but they cannot derive further actions based on spe-"
paper1,11,31,"whentheuserfeelssatisfiedwiththesetofconditions,theprogram cificcriteria.Forexample,themodelsalonecouldnotconstructa"
paper1,11,32,"canstillbepausedatanytimeifamistakeisspottedortheuser programthatrepeatedlytakesinanimageURL,searchesit,and"
paper1,11,33,wantstoedittheconditions. downloadstheimagebasedonsemanticconditions.Itisefficientin
paper1,11,34,"Fromtheevaluationofthisinteractionparadigm,mostpartici- thelastfilteringstepbutineffectivewhenstructuralelementsneed"
paper1,11,35,"pants(7/10)reportedthattheworkflow’spathfromdemonstration tobegeneralized.Incontrast,symbolicmodelsthatreasonabouta"
paper1,11,36,toguidedsemi-automationtofullautomationwasintuitiveand setofuserinstructionsoveracertainwebsitestructuremightfail
paper1,11,37,useful.Thesemi-automationphasealloweduserstocalibratecon- togeneralizeifthequeryisunstructuredoroutsidethescopeof
paper1,11,38,"ditionswithSemanticOnandbetterunderstandtheAIsystem’s thetaskdomain,whilesimilaritymodelscancoverawiderrangeof"
paper1,11,39,interpretationoftheconditions.Thisisimportantasusersmight inputcontentthatarenotconstrainedbythestructure.SemanticOn
paper1,11,40,nothavehadawell-definedsemanticconditionattheprogram’s combinesthesetwotechniquesinaneffectivewaythatsealsthe
paper1,11,41,start.P4believedthatthe“humanbrainstillneedstothinkabout gapbetweenusers’semanticintentandwebautomation.
paper1,11,42,"[howtodescribethecondition]...andlinktoallthekeywords.These Fromapracticalstandpoint,traininganintelligentstatistical"
paper1,11,43,"wordsmightnotspecificallycometomindtothehuman.”Inthiscase, modelforthetaskswecoverinSemanticOn’suserevaluationwould"
paper1,11,44,"theinitialconditionsmaynotincludealloftheuser’sneeds,result- beeffortful.SystemslikeCalendar.help[22]requiremanyexpert"
paper1,11,45,inginlowfilteraccuracy.Thesemi-automationmodeprovidesaid heuristicsandevenhumanworkerstoautomateaveryspecifictask
paper1,11,46,"forthis.Forexample,P3mentionedthateveniftheresultswere ineventschedulingacrossdifferentparties.InSemanticOn,users"
paper1,11,47,"notaccurateatthestart,“Icaninteractivelytrytomake[automated compromisesomeeffortbydoingtworoundsofdemonstrationsof"
paper1,11,48,"prediction]betterasitgoes.”P4alsomentionedthat“thetransitional theirdesiredwebactions.Still,theautomationtaskscanbegeneral-"
paper1,11,49,"periodtotrusttheprocessisgood,savesalotoffuss.” izedtoadiversesetofdataonmanydifferentwebsites.Introducing"
paper1,11,50,"However,thestepstorefineconditionsandresultsthroughsys- similarity-basedmodelsinsymbolicsystemsdoespresentanew"
paper1,11,51,"tempromptsandautomationpausescouldrequiretoomuchuser sourceoferrorasthemodelscanfiltercontentincorrectly,inad-"
paper1,11,52,effortandbecometime-consuming.P5commentedthattheentire ditiontoprogramsynthesiserrorsinpure-symbolicsystems.To
paper1,11,53,"userexperiencewas“alittleslow...Ithinkthefine-tuningpartis amendthis,SemanticOnprovidescontinuousconditionrefinement"
paper1,11,54,"slow.Onceyoustart[fullautomation],thenit’sfine.” P2reported andoutputedit/deleteoptionssothatuserscanrepairclassification"
paper1,11,55,that“ittookmemultipletimestofigureoutthesequenceofthebut- errorseasilyandyieldmoreaccurateresults.
paper1,11,56,"tons.” Whentheyspottedsystemmistakes,P1andP4decidednot Ourworkdoesnotrelyonaspecificprogramsynthesizerto"
paper1,11,57,topauseandamendtheerrorsbecauseittooktoomucheffort. generateawebautomationprogramoraspecificmachinelearning
paper1,11,58,They believed the misclassified content was not detrimental to modeltofiltercontentsemantically.ThenoveltyofSemanticOnis
paper1,11,59,"theautomationtask,astherewasnorequirementforaccuracy. thesetofconditionspecification,refinement,anderror-correction"
paper1,11,60,"Whilesupplyinguserswithmultiplerefinementtoolsenhances interactions,whichcanbegeneralizedtootherPBDsystems."
paper1,12,1,"UIST’22,October29-November2,2022,Bend,OR,USA KevinPu,etal."
paper1,12,2,"6.3 UserEntersandSystemSuggests However,therewasatrade-offbetweenthesenseofcontroland"
paper1,12,3,Oneemphasisofthisprojectistocomparetheusabilityofthetwo therequiredeffort.Participantsratedalowerease-of-usescore
paper1,12,4,"semanticconditionspecificationmethods.Tosummarizethefind- onaverageforUserEnters(5.1versus5.7forSystemSuggests),de-"
paper1,12,5,"ings,participantsshiftedtheirpreferencebetweenSystemSuggests spiteithavingfewerinteractionsteps.Threeparticipants(P4,P5,"
paper1,12,6,andUserEntersbasedontwofactors:perceivedeffortandthetype P10)pointedoutthattheypreferredSystemSuggestsduetothe
paper1,12,7,ofcontentpresented.Whenparticipantsexpressedtheirprefer- convenienceandeaseofmentaleffort.SystemSuggestsisalsoad-
paper1,12,8,"encesandtherationalebehindusingeachspecificationmethod,we vantageousinreportingdetailsthatescapedtheuser’sattention."
paper1,12,9,"alsodiscoveredatrade-offbetweentheirsenseofcontrolandthe Forexample,P4pointedoutthattheypreferredSystemSuggests"
paper1,12,10,perceivedeffort. modebecauseitsometimescapturedthingsthattheuserfailedto
paper1,12,11,"recognizeorthinkof.Additionally,P7mentionedthatthey“quite"
paper1,12,12,"likeSystemSuggestsmore,[becauseitis]moresystematicandhigh-"
paper1,12,13,6.3.1 Perceivedeffortbasedoncontenttypes. Perceivedeffortplays
paper1,12,14,lightsspecificthings.” Participantscouldavoidcognitiveoverload
paper1,12,15,animportantroleinuserpreference.Whenitwaseasytosumma-
paper1,12,16,byhandingtheprocessinglabortoSemanticOnthroughSystem
paper1,12,17,"rizethetargetcontentonwhichusersneededtosetconditions,"
paper1,12,18,"Suggests,buttheywerelimitedtothegeneratedsetofconditions"
paper1,12,19,participants preferred to use User Enters to express their intent
paper1,12,20,foreachitem.Thistrade-offalsoaffectsparticipants’usageoferror
paper1,12,21,"insteadofselectingSystemSuggests,whichcouldbetoobroador"
paper1,12,22,handlingfeaturesduringautomation.Withtheincreasedcognitive
paper1,12,23,toospecific.P3remarkedthat“[UserEntersmakes]youfeellike[you
paper1,12,24,"loadinUserEnters,participantsaremuchlesslikelytopauseandre-"
paper1,12,25,have]morecontrolbecauseyouarelookingforaspecificthing.”
paper1,12,26,"pairtheirmistakesthanwhenusingSystemSuggests.However,this"
paper1,12,27,"Onthecontrary,whenthetargetcontentwasinformation-heavy"
paper1,12,28,couldbeexplainedbyparticipantsadoptinglessaccurateprompts
paper1,12,29,"andhardtoencapsulateinashortnaturallanguagedescription,"
paper1,12,30,"fromSystemSuggests,whichleadstomoreerrorsoverallforusers"
paper1,12,31,participantspreferredtouseSystemSuggeststohighlightthedetails
paper1,12,32,tofix.Futureworkcouldpotentiallycreateacombinedapproach
paper1,12,33,andletSemanticOnpresentpotentialconditions.P6commented
paper1,12,34,"whereuserscaneditsystem-suggestedconditions,yieldingasense"
paper1,12,35,that“IdolikethepossibilityofbeingabletosaythisiswhatIseein
paper1,12,36,ofcontrolandavoidingheavyuserefforts.
paper1,12,37,theimage[basedonSystemSuggests]...and[highlight]apartofthe
paper1,12,38,imagethatIthinkisimportant.”
paper1,12,39,WhenparticipantswerefreetousebothUserEntersandSystem
paper1,12,40,6.4 SystemEffectiveness
paper1,12,41,"Suggests(i.e.Task5inAppendixFig8),wefoundthattextcontent"
paper1,12,42,"inherentlytookmoreefforttoprocess,and7outof10participants Mostparticipants(8/10)agreedthatSemanticOnisaneffectivetool"
paper1,12,43,opted to use System Suggests to avoid reading a large block of forwebautomationandthattheconditionspecificationaspectis
paper1,12,44,"text.Incontrast,despitecontainingavarietyofobjectsandentity useful.Comparedwithmanualeffortandtraditionaldatascraping"
paper1,12,45,"relationships,thecorrespondingimagecontentcouldbeencoded methodssuchaswritingautomationscripts,participantsfoundSe-"
paper1,12,46,"andsummarizedmorequickly,and9outof10participantschose manticOn’sno-codesolutionnovelandeasiertouse.P5mentioned"
paper1,12,47,"tospecifytheirintentswithUserEnters. thatinmanualscrapingscenarios,“Control-Fwouldonlygetyou"
paper1,12,48,Thispreferencebasedoncontenttypepersistedduringcondition sofar” andthatthesystemis“mucheasierthanwritingyourown
paper1,12,49,"refinementinsemi-automationandfullautomationmodes.Partic- script...[and]morefunctionalit[ies]”Inaddition,P7thoughtthistool"
paper1,12,50,"ipantsexpresseddifficultyinparsingtextualinformationrapidly, “wouldbesuperhelpfulforsomeonenotcomfortablewithcode.[It"
paper1,12,51,astheycouldnotdistinguishwhetherthesystemmadethecorrect provides]loweffortbutmaximumreward.”
paper1,12,52,"selection.P3saidthat“texttaskingeneralismuchmoredifficult,” Morethanhalfoftheparticipants(6/10)believedthatSeman-"
paper1,12,53,"andP5commented,“whenitcomestotexttask,I’malittlelazyto ticOncouldbeappliedtorealistictasks.However,somefocused"
paper1,12,54,"readthroughallthis...sosystemcanjustgetmerelevantkeywords.” ontheconditionalselectionaspect,andothersemphasizedonthe"
paper1,12,55,"Ourobservationssupportthisasuserswerefarmorelikelytore- complexityofthetask.Forexample,P2commentedthatthesystem"
paper1,12,56,pairerrorsforimagetasksthantexttasksbydeletinginaccurate is“verygoodforselectivetasks[whenyou]onlywantafewimages
paper1,12,57,"conditionsandincorrectresults.Participantscanquicklyidentify fromalotofthem.” Similarly,P5suggestedthatSemanticOncould"
paper1,12,58,"whetheranimagefitstheconditionset,buttheycannotparse beusedforwebsiteswithoutrobustfiltering,searchengine,orcat-"
paper1,12,59,throughablockoftextastheautomationquicklyprocesseseach egoriesbecause“itcouldeasilymakeanywebsitesort-able.” Onthe
paper1,12,60,"rowofcontent.Basedonthisfinding,futuredesignsshouldaccount otherhand,P1enjoyedusingthistoolonTask5withbothimage"
paper1,12,61,fortheprocessingeffortfortextcontentandprovideusersmore andtextconditionscombinedandproposedthat“thistypeoftool
paper1,12,62,timeandaidinunderstandingandsummarizingtheinformation. wouldbenefit...powerusers[fortasks]likecreatingadataset...[and]
paper1,12,63,dealingwithcomplexthings.” Thesereportsprovideevidencefor
paper1,12,64,theneedofno-codesolutionsinconditionalwebautomationtasks.
paper1,12,65,6.3.2 SenseofControlandmentalefforttrade-off. Anotherkey
paper1,12,66,factorforspecificationpreferencewasthesenseofcontrol.Three
paper1,12,67,"participants(P3,P7,P10)listedabettersenseofcontrolastowhy"
paper1,12,68,6.5 SystemLimitations
paper1,12,69,"theypreferredUserEnters,wheretheycouldtailorthecondition"
paper1,12,70,"usingtheirterms.Inaddition,incaseswhereSystemSuggestssug- Thereareseverallimitationstooursystem.Firstistheefficiency"
paper1,12,71,"gestionswereinaccurate(e.g.,failingtodetectrelevanttextentities ofcoordination.Asmentioned,someparticipantsfoundtherefine-"
paper1,12,72,"orgenerateimagecaptionsattheappropriategranularity),some mentprocesscomplicatedandslowandwerereluctanttoutilize"
paper1,12,73,"participants(P2,P4,P6,P10)switchedtoUserEnters. thefunctionalitytoincreasesystemaccuracy.Infuturedesigns,"
paper1,13,1,"SemanticOn:SpecifyingContent-BasedSemanticConditionsforWebAutomationPrograms UIST’22,October29-November2,2022,Bend,OR,USA"
paper1,13,2,"theresearcherscouldsimplifytheuserinterfaceandtheinterac- Lastly,futuredesignscouldfurtherimprovethesystemusability"
paper1,13,3,tionstepsandcondensethesystempromptinformationtoreduce byreducingthementaleffort.Thedualprocessofcollaborating
paper1,13,4,cognitiveload. withanAIonbothdemonstratingwebmacrostosynthesizean
paper1,13,5,Anotherlimitationistherelativelylowaccuracyofthemachine automationprogramandspecifyingsemanticconditionstofilter
paper1,13,6,"learningmodelsitreliesontoclassifytextandimagecontent.Par- webcontentrequiresadecentamountofmentaleffort,especially"
paper1,13,7,"tially, this relates to a design decision we made when building foruserswhoarelessfamiliarwithprogrammingorwebscraping."
paper1,13,8,"SemanticOn.Wefirstusedtwostate-of-the-artmodels—OFA[74], Therefore,futuredesignsshouldalleviateusers’cognitiveloadwith"
paper1,13,9,"whichusesasequence-to-sequencelearningframework,andIm- amoreminimalistUIandmoreuserguidance."
paper1,13,10,"ageAI,whichusesaconvolutionalneuralnetwork[56],forimage"
paper1,13,11,"captioningandobjectdetection,andwewereabletoachievehigh 7 CONCLUSION"
paper1,13,12,"accuracy.However,theimageprocessingwascomputation-heavy Inthiswork,wedesignedanddevelopedSemanticOn,acollabora-"
paper1,13,13,andtookmorethan30secondsperimageonanoff-the-shelflaptop. tivesystemthatallowsuserstospecifyandrefinevisualandtextual
paper1,13,14,"Toreducethegulfofevaluation[62],weswitchedtotheMicrosoft conditionsthroughuser-entereddescriptionsandsystem-suggested"
paper1,13,15,"Azurecomputervisionmodel[32]fornear-instantcloudprocessing promptsinawebautomationprogram.Inasystemevaluation,we"
paper1,13,16,butwithloweraccuracyanddetaillevelforsomecontentdomains. foundthatparticipantscaneffectivelyuseSemanticOntocreate
paper1,13,17,"Similarly,forkeyphraseextraction,weemployedtheMicrosoft conditionalfiltersandrefinethemviacontinuoushuman-AIcollab-"
paper1,13,18,"Azurelanguagemodel,sendingtextcontentsviaRESTAPIcalls oration,collectingselectivewebcontentwithhighaccuracy.Par-"
paper1,13,19,fornear-instantprocessing.Buttheextractedkeyphrasesoften ticipants’feedbackalsosuggestedthataguidedsemi-automation
paper1,13,20,"havealowlevelofabstraction(i.e.extractingentitiesandnounsin mode,whereusersauthorizesystempredictions,helpedclarifyuser"
paper1,13,21,asentencewithoutindicationofinteraction)andcouldnotprovide intents.Wealsofoundatrade-offbetweenUserEntersandSystem
paper1,13,22,high-leveldescriptionslikethoseusedforimagecaptions. Suggestsregardingusereffortandthesenseofcontrol.Ourwork
paper1,13,23,"Additionally,SemanticOnbuildsuponanexistingsymbolicpro- canpointdirectionstofuturesystemandinteractiondesignsfor"
paper1,13,24,"gramsynthesissystem,WebRobot,whichhasitsownconstraints user-intentspecificationandrefinementinacontinuoushuman-AI"
paper1,13,25,andrequirements.Andtheintroductionofsimilarity-basedma- collaborationsetting.
paper1,13,26,chine learning models also presents ambiguity to the source of
paper1,13,27,errorbetweenincorrectprogramsynthesisstepsandresultmis- ACKNOWLEDGMENTS
paper1,13,28,classifications. The user might be confused when encountering
paper1,13,29,Wethankallourparticipantsandreviewers.Thisresearchwassup-
paper1,13,30,"unexpectedbehavior,asitcould be aproductofauserdemon-"
paper1,13,31,portedinpartbytheNationalSciencesandEngineeringResearch
paper1,13,32,"strationerrororthesystem’smisunderstandingofuserintents,"
paper1,13,33,CouncilofCanada(NSERC)underGrantIRCPJ545100-18.
paper1,13,34,"whichrequiresadifferentworkflowtorepair.However,inouruser"
paper1,13,35,"study,weemphasizerepairingerrorsfrommachinelearningmodel REFERENCES"
paper1,13,36,mislabellingasthatisthenovelpartofSemanticOn.
paper1,13,37,[1] 2022.BeautifulSoup. http://www.crummy.com/software/BeautifulSoup/Ac-
paper1,13,38,"cessed:April,2022."
paper1,13,39,"[2] 2022.iMacro. https://www.progress.com/imacrosAccessed:April,2022."
paper1,13,40,"[3] 2022.iMacroForum. https://forum.imacros.net/Accessed:April,2022."
paper1,13,41,"[4] 2022.Puppeteer. https://pptr.dev/Accessed:April,2022."
paper1,13,42,6.6 FutureWork
paper1,13,43,"[5] 2022.Scrapy. https://scrapy.org/Accessed:April,2022."
paper1,13,44,"Wesummarizedthreepointsoffeedbackthatarerelevantforfu- [6] 2022.Selenium. https://www.selenium.dev/Accessed:April,2022."
paper1,13,45,[7] 2022.StackOverflow. https://stackoverflow.com/search?q=%5Bselenium%5D+
paper1,13,46,"tureworks.First,wefoundthatparticipantsspentalongertime semanticAccessed:April,2022."
paper1,13,47,"encodingandprocessingtextsthanimages.Thisiscoherentwith [8] 2022.UiPath. https://www.uipath.com/Accessed:April,2022."
paper1,13,48,"[9] JamesAllen,NathanaelChambers,GeorgeFerguson,LucianGalescu,Hyuckchul"
paper1,13,49,previousstudiesonhumancapabilityinconsumingdifferenttypes
paper1,13,50,"Jung,MarySwift,andWilliamTaysom.2007.Plow:Acollaborativetasklearning"
paper1,13,51,"ofinformation[53].But,thisfindingissignificantinfullautoma- agent.InAAAI,Vol.7.1514–1519."
paper1,13,52,"tion,whenthesystemrapidlyloopsthroughwebpagecontent, [10] SaleemaAmershi,JamesFogarty,andDanielWeld.2012.Regroup:Interactive"
paper1,13,53,machinelearningforon-demandgroupcreationinsocialnetworks.InProceedings
paper1,13,54,givinguserslittletimetoidentifypotentialselectionerrors.Future
paper1,13,55,oftheSIGCHIconferenceonhumanfactorsincomputingsystems.21–30.
paper1,13,56,"workscouldenablemulti-modalinteraction(e.g.,voice)toreduce [11] Jacob Austin, Augustus Odena, Maxwell Nye, Maarten Bosma, Henryk"
paper1,13,57,"the effort of information processing [20]. Additionally, one can Michalewski,DavidDohan,EllenJiang,CarrieCai,MichaelTerry,QuocLe,"
paper1,13,58,etal.2021. Programsynthesiswithlargelanguagemodels. arXivpreprint
paper1,13,59,providemoreindicatorsforuserstoquicklyrecognizetheinforma- arXiv:2108.07732(2021).
paper1,13,60,tionrepresentedintextelements(e.g.highlightingmatchingkey [12] ABlackwell.2000.YourWishisMyCommand:GivingUsersthePowertoInstruct
paper1,13,61,"theirSoftware,chapterSWYN:avisualrepresentationforregularexpressions."
paper1,13,62,phrases)anddecidewhetherthecontentshouldbeincludedbased
paper1,13,63,"M.Kaufmann(2000),245–270."
paper1,13,64,onthesemanticcondition. [13] AlanFBlackwell.2001.SWYN:Avisualrepresentationforregularexpressions.
paper1,13,65,"Second,participantsseparatelyfavoredoneofthetwocondi- InYourwishismycommand.Elsevier,245–XIII."
paper1,13,66,"[14] CarrieJCai,EmilyReif,NarayanHegde,JasonHipp,BeenKim,DanielSmilkov,"
paper1,13,67,"tionspecificationmethods,UserEnters andSystemSuggests,de-"
paper1,13,68,"MartinWattenberg,FernandaViegas,GregSCorrado,MartinCStumpe,etal."
paper1,13,69,pendingonthecontenttypeandtheamountofinformationthey 2019.Human-centeredtoolsforcopingwithimperfectalgorithmsduringmedical
paper1,13,70,neededtoprocess.Similartotheneurosymbolicprogramsynthesis decision-making.InProceedingsofthe2019chiconferenceonhumanfactorsin
paper1,13,71,computingsystems.1–14.
paper1,13,72,"approach[16,65],futureworkscouldcreateaunifiedtechnique [15] SarahEChasins,MariaMueller,andRastislavBodik.2018. Rousillon:Scrap-"
paper1,13,73,whereuserscouldbenefitfromtheinstantandcomprehensivere- ingDistributedHierarchicalWebData.InProceedingsofthe31stAnnualACM
paper1,13,74,SymposiumonUserInterfaceSoftwareandTechnology.963–975.
paper1,13,75,sultsfrommachinelearningmodelswhilepreservingusers’power
paper1,13,76,"[16] QiaochuChen,AaronLamoreaux,XinyuWang,GregDurrett,OsbertBastani,"
paper1,13,77,tospecifyconditionsontheirownterms. andIsilDillig.2021. Webquestionansweringwithneurosymbolicprogram
paper1,14,1,"UIST’22,October29-November2,2022,Bend,OR,USA KevinPu,etal."
paper1,14,2,synthesis.InProceedingsofthe42ndACMSIGPLANInternationalConferenceon [40] VuLeandSumitGulwani.2014.Flashextract:Aframeworkfordataextractionby
paper1,14,3,ProgrammingLanguageDesignandImplementation.328–343. examples.InProceedingsofthe35thACMSIGPLANConferenceonProgramming
